"allergen_code","allergy_category_code","id","allergen_fsn","allergy_category_fsn","preferred_term_en","preferred_term_pt","synonym_1","synonym_2"
"419175007","115668003","566","Staphylococcus aureus enterotoxin D (substance)","Biological substance (substance)","Staphylococcus aureus enterotoxin D","Staphylococcus aureus enterotoxina D"," "," "
"444684000","115668003","567","Staphylococcus aureus enterotoxin E (substance)","Biological substance (substance)","Staphylococcus aureus enterotoxin E","Staphylococcus aureus enterotoxina E"," "," "
"711317006","115668003","568","Staphylococcus aureus toxic shock syndrome toxin 1 (substance)","Biological substance (substance)","Staphylococcus aureus toxic shock syndrome toxin 1","Toxina 1 da síndrome do choque tóxico por Staphylococcus aureus"," "," "
"102261002","762766007","569","Strawberry (substance)","Edible substance (substance)","Strawberry","Morango"," "," "
"421133009","0","570","Subphylum Crustacea (organism)"," ","Crustacea ","Crustáceos","Crustáceos"," "
"105590001","0","571","Substance (substance)"," ","Substance","Substância","Substância"," "
"11320009","762766007","572","Sucrose (substance)","Edible substance (substance)","Sucrose","Sacarose "," "," "
"767406000","762766007","573","Sulfite and Sulfite derivative (substance)","Edible substance (substance)","Sulfite and Sulfite derivative","Sulfito","Sulfito e seus derivados"," "
"43735007","37877001","574","Sulfur (substance)","Environmental agent (qualifier value)","Sulfur","Enxofre"," "," "
"710900003","115668003","575","Sunflower pollen (substance)","Biological substance (substance)","Sunflower pollen","Pólen de girassol"," "," "
"260205009","762766007","576","Sunflower seed (substance)","Edible substance (substance)","Sunflower seed","Semente de girassol"," "," "
"408099007","0","577","Suture (physical object)"," ","Suture","Material de sutura","Material de sutura"," "
"412160003","0","578","Suture allergen (substance)"," ","Suture allergen","Material de sutura","Material de sutura"," "
"710726002","115668003","579","Sweet gum tree pollen (substance)","Biological substance (substance)","Sweet gum tree pollen","Pólen de árvore-do-âmbar","Pólen de liquidâmbar"," "
"735004000","762766007","580","Sweet potato (substance)","Edible substance (substance)","Sweet potato","Batata doce"," "," "
"260088002","115668003","581","Sweet vernal grass pollen (substance)","Biological substance (substance)","Sweet vernal grass pollen","Pólen de erva-de-cheiro","Pólen de erva-santa"," "
"260163007","115668003","582","Swine epithelium (substance)","Biological substance (substance)","Swine epithelium","Epitélio suíno"," "," "
"711088004","115668003","583","Swine urine protein (substance)","Biological substance (substance)","Swine urine protein","Proteína de urina suína"," "," "
"1259875004","762766007","584","Swiss type cheese (substance)","Edible substance (substance)","Swiss type cheese","Queijo do tipo suíço"," "," "
"726731009","762766007","585","Swordfish (substance)","Edible substance (substance)","Swordfish","Peixe-espada"," "," "
"710940009","115668003","586","Tabanus species salivary protein (substance)","Biological substance (substance)","Tabanus species salivary protein","Proteína salivar da espécie Tabanus","Proteína salivar da mosca-de-cavalo"," "
"227412004","762766007","587","Tarragon (substance)","Edible substance (substance)","Tarragon","Estragão"," "," "
"21592006","37877001","588","Tartrazine stain (substance)","Environmental agent (qualifier value)","Tartrazine stain","Corante de tartrazina","Tartrazina"," "
"1268865007","115668003","589","Taxodium distichum pollen (substance)","Biological substance (substance)","Taxodium distichum pollen","Pólen de Taxodium distichum ","Pólen de cipreste careca","Pólen de cipreste pantanoso"
"16313001","762766007","590","Tea (substance)","Edible substance (substance)","Tea","Chá"," "," "
"415710007","0","591","Terpene (substance)"," ","Terpene ","Terpeno"," "," "
"1268856000","762766007","592","Theobroma cacao (substance)","Edible substance (substance)","Theobroma cacao","Cacau"," "," "
"227413009","762766007","593","Thyme (substance)","Edible substance (substance)","Thyme","Tomilho"," "," "
"769047004","115668003","594","Tilia (substance)","Biological substance (substance)","Tilia","Tilia"," "," "
"256281009","115668003","595","Timothy grass pollen (substance)","Biological substance (substance)","Timothy grass pollen","Pólen de timótio","Pólen de rabo-de-gato"," "
"1166006","37877001","596","Titanium (substance)","Environmental agent (qualifier value)","Titanium","Titânio"," "," "
"39953003","115668003","597","Tobacco (substance)","Biological substance (substance)","Tobacco","Tabaco"," "," "
"1263989003","762766007","598","Todarodes pacificus (substance)","Edible substance (substance)","Todarodes pacificus ","Todarodes pacificus ","Lula do pacífico"," "
"227365007","762766007","599","Tofu (substance)","Edible substance (substance)","Tofu","Tofu "," "," "
"734881000","762766007","600","Tomato (substance)","Edible substance (substance)","Tomato","Tomate"," "," "
"1264461004","762766007","601","Trachurus japonicus (substance)","Edible substance (substance)","Trachurus japonicus","Trachurus japonicus","Carapau-do-Japão"," "
"68524009","115668003","602","Tragacanth (substance)","Biological substance (substance)","Tragacanth","Goma de tragacanto","Tragacanto"," "
"256260009","115668003","603","Tree and shrub pollen (substance)","Biological substance (substance)","Tree and shrub pollen ","Pólen de árvores e arbustos"," "," "
"256305004","115668003","604","Tree resin (substance)","Biological substance (substance)","Tree resin ","Resina de árvore","Resina "," "
"27119002","37877001","605","Trimellitic anhydride (substance)","Environmental agent (qualifier value)","Trimellitic anhydride","Anidrido trimelítico"," "," "
"1264488009","115668003","606","Triplochiton scleroxylon wood dust (substance)","Biological substance (substance)","Triplochiton scleroxylon wood dust","Pó de madeira de Triplochiton scleroxylon","Pó de madeira de Obeche"," "
"735034005","762766007","607","Trout (substance)","Edible substance (substance)","Trout","Truta"," "," "
"227144008","762766007","608","Tuna fish (substance)","Edible substance (substance)","Tuna fish","Atum"," "," "
"226967004","762766007","609","Turkey - meat (substance)","Edible substance (substance)","Turkey - meat","Carne de peru"," "," "
"260166004","115668003","610","Turkey feathers (substance)","Biological substance (substance)","Turkey feathers","Penas de peru"," "," "
"227275007","762766007","611","Turnip (substance)","Edible substance (substance)","Turnip","Nabo"," "," "
"1264510006","115668003","612","Ulmus americana pollen (substance)","Biological substance (substance)","Ulmus americana pollen","Pólen de Ulmus americana","Pólen de ulmeiro americano"," "
"1285422007","115668003","613","Ulmus crassifolia pollen (substance)","Biological substance (substance)","Ulmus crassifolia pollen","Pólen de Ulmus crassifolia","Pólen de ulmeiro de cedro"," "
"1268867004","115668003","614","Ulmus pumila pollen (substance)","Biological substance (substance)","Ulmus pumila pollen","Pólen de Ulmus pumila","Pólen de ulmeiro-da-sibéria","Pólen de ulmo-siberiano"
"710276001","115668003","615","Unripe peppercorn seed (substance)","Biological substance (substance)","Unripe peppercorn seed","Semente de pimenta-verde"," "," "
"412070003","762766007","616","Vanilla (substance)","Edible substance (substance)","Vanilla","Baunilha"," "," "
"22836000","762766007","617","Vegetable (substance)","Edible substance (substance)","Vegetable","Vegetal","Vegetais"," "
"227313005","762766007","618","Vegetables pulses herbs and spices (substance)","Edible substance (substance)","Vegetables pulses herbs and spices ","Legumes, leguminosas, ervas aromáticas e especiarias"," "," "
"256282002","115668003","619","Velvet grass pollen (substance)","Biological substance (substance)","Velvet grass pollen","Pólen de erva-mansa","Pólen de erva-serôdia"," "
"726764009","762766007","620","Vicia faba (substance)","Edible substance (substance)","Vicia faba","Vicia faba","Fava"," "
"260118006","0","621","Wall pellitory pollen (substance)"," ","Wall pellitory pollen","Pólen de erva-das-muralhas","Pólen de Alfavaca"," "
"256352005","762766007","622","Walnut - nut (substance)                                                                                                                                                                     ","Edible substance (substance)","Walnut - nut","Noz","Nogueira"," "
"256440004","115668003","623","Wasp venom (substance)","Biological substance (substance)","Wasp venom","Veneno de vespa"," "," "
"419420009","762766007","624","Watermelon (substance)","Edible substance (substance)","Watermelon","Melancia"," "," "
"419604006","115668003","625","Weed pollen (substance)","Biological substance (substance)","Weed pollen","Pólen de ervas daninhas","Pólen de ervas daninhas"," "
"412071004","115668003","626","Wheat (substance)","Biological substance (substance)","Wheat","Trigo"," "," "
"260128002","115668003","627","White ash pollen (substance)","Biological substance (substance)","White ash pollen","Pólen de freixo branco","Pólen de freixo americano"," "
"260168003","762766007","628","White bean (substance)","Edible substance (substance)","White bean","Feijão branco"," "," "
"260191004","115668003","629","White faced hornet venom (substance)","Biological substance (substance)","White faced hornet venom","Veneno de vespa de cabeça branca"," "," "
"227038007","762766007","630","White fish (substance)","Edible substance (substance)","White fish","Peixe branco"," "," "
"419633007","37877001","631","White paraffin (substance)","Environmental agent (qualifier value)","White paraffin","Parafina branca"," "," "
"1259874000","762766007","632","White pepper (substance)","Edible substance (substance)","White pepper","Pimenta branca"," "," "
"260103005","115668003","633","Wild rye grass pollen (substance)","Biological substance (substance)","Wild rye grass pollen","Pólen de erva-de-trigo","Pólen de Elymus"," "
"1263805006","115668003","634","Wild silk (substance)","Biological substance (substance)","Wild silk","Seda selvagem"," "," "
"256271005","115668003","635","Willow pollen (substance)","Biological substance (substance)","Willow pollen","Pólen de salgueiro"," "," "
"1259873006","762766007","636","Wine vinegar (substance)","Edible substance (substance)","Wine vinegar","Vinagre de vinho"," "," "
"14402002","115668003","637","Wood (substance)","Biological substance (substance)","Wood ","Madeira"," "," "
"64601002","115668003","638","Wood dust (substance)","Biological substance (substance)","Wood dust","Pó de madeira"," "," "
"412161004","115668003","639","Wool (substance)","Biological substance (substance)","Wool ","Lã"," "," "
"772245002","37877001","640","Wool alcohol (substance)","Environmental agent (qualifier value)","Wool alcohol","Álcool de lanolina","Álcool de lanolina acetilado"," "
"260108001","115668003","641","Wormwood pollen (substance)","Biological substance (substance)","Wormwood pollen","Pólen de absinto"," "," "
"412534006","115668003","642","Yeast (substance)","Biological substance (substance)","Yeast","Levedura"," "," "
"260195008","115668003","643","Yellow hornet venom (substance)","Biological substance (substance)","Yellow hornet venom","Veneno de vespa amarela"," "," "
"418266005","37877001","644","Yellow paraffin (substance)","Environmental agent (qualifier value)","Yellow paraffin","Parafina amarela"," "," "
"226863004","762766007","645","Yogurt (substance)","Edible substance (substance)","Yogurt","Iogurte "," "," "
"472744009","115668003","646","Zea mays pollen (substance)","Biological substance (substance)","Zea mays pollen","Pólen de Zea mays","Pólen de milho"," "
"1259835007","762766007","647","Zizania (substance)","Edible substance (substance)","Zizania","Zizania","Arroz selvagem"," "
"1264515001","762766007","648","Ziziphus jujuba (substance)","Edible substance (substance)","Ziziphus jujuba","Ziziphus jujuba","Jujubeira","Jujuba"
"227078000","762766007","649","Monkfish (substance)","Edible substance (substance)","Monkfish","Tamboril"," "," "
"227538001","762766007","650","Pickle (substance)","Edible substance (substance)","Pickle","Pickle"," "," "
"61088005","37877001","651","Plastic (substance)","Environmental agent (qualifier value)","Plastic","Plástico"," "," "
"55700001","37877001","652","Nylon (substance)","Environmental agent (qualifier value)","Nylon","Nylon"," "," "
"226793001","762766007","653","Glycine max milk (substance)","Edible substance (substance)","Glycine max milk","Leite de Glycine max","Leite de soja"," "
"398836001","37877001","654","Kaolin (substance)","Environmental agent (qualifier value)","Kaolin","Argila"," "," "
"58649000","37877001","655","Cosmetic cream (substance)","Environmental agent (qualifier value)","Cosmetic cream","Creme","Loção"," "
"29276003","37877001","656","Chlorine (substance)","Environmental agent (qualifier value)","Chlorine ","Cloro"," "," "
